source name,characteristics[organism],characteristics[organism part],characteristics[strain/breed],characteristics[disease],characteristics[cell type],characteristics[treatment],characteristics[biological replicate],assay name,technology type,comment[technical replicate],comment[data file],comment[fraction identifier],comment[label],comment[instrument],comment[cleavage agent details],comment[fragment mass tolerance],comment[precursor mass tolerance],comment[reduction reagent],comment[alkylation reagent],comment[modification parameters],comment[modification parameters].1,comment[dissociation method],comment[collision energy],comment[file uri],Factor value[treatment],project_id,characteristics[growth stage],comment[cleavage agent details].1,comment[modification parameters].2,comment[modification parameters].3,Factor value[growth stage],characteristics[enrichment protocol],comment[compensation voltage],comment[tool metadata],characteristics[growth condition],characteristics[enrichment process],comment[label].1,comment[fractionation method],characteristics[isolate],Factor value[isolate],factor value[treatment],characteristics[plasmid],Factor value[plasmid],Factor value[strain/breed],Factor value[growth condition],characteristics[pathotype],characteristics[time],Factor value[time],Factor value[organism part],comment[fraction],comment[modification parameters].4,Factor value[fraction],Factor value[enrichment process],factor value[time],factor value[growth condition]
Sample 97,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 97,Proteomic profiling by mass spectrometry,Not available,Map-6-37.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-37.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 98,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 98,Proteomic profiling by mass spectrometry,Not available,Map-6-38.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-38.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 99,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 99,Proteomic profiling by mass spectrometry,Not available,Map-6-39.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-39.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 100,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 100,Proteomic profiling by mass spectrometry,Not available,Map-6-4.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-4.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 101,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 101,Proteomic profiling by mass spectrometry,Not available,Map-6-40.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-40.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 102,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 102,Proteomic profiling by mass spectrometry,Not available,Map-6-41.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-41.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 103,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 103,Proteomic profiling by mass spectrometry,Not available,Map-6-42.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-42.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 104,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 104,Proteomic profiling by mass spectrometry,Not available,Map-6-43.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-43.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 105,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 105,Proteomic profiling by mass spectrometry,Not available,Map-6-44.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-44.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 106,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 106,Proteomic profiling by mass spectrometry,Not available,Map-6-45.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-45.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 107,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 107,Proteomic profiling by mass spectrometry,Not available,Map-6-46.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-46.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 108,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 108,Proteomic profiling by mass spectrometry,Not available,Map-6-47.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-47.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 109,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 109,Proteomic profiling by mass spectrometry,Not available,Map-6-48.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-48.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 110,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 110,Proteomic profiling by mass spectrometry,Not available,Map-6-49.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-49.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 111,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 111,Proteomic profiling by mass spectrometry,Not available,Map-6-5.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-5.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 112,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 112,Proteomic profiling by mass spectrometry,Not available,Map-6-50.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-50.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 113,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 113,Proteomic profiling by mass spectrometry,Not available,Map-6-51.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-51.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 114,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 114,Proteomic profiling by mass spectrometry,Not available,Map-6-52.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-52.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 115,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 115,Proteomic profiling by mass spectrometry,Not available,Map-6-53.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-53.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 116,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 116,Proteomic profiling by mass spectrometry,Not available,Map-6-54.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-54.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 117,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 117,Proteomic profiling by mass spectrometry,Not available,Map-6-55.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-55.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 118,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 118,Proteomic profiling by mass spectrometry,Not available,Map-6-56.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-56.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 119,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 119,Proteomic profiling by mass spectrometry,Not available,Map-6-57.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-57.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 120,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 120,Proteomic profiling by mass spectrometry,Not available,Map-6-58.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-58.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 121,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 121,Proteomic profiling by mass spectrometry,Not available,Map-6-59.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-59.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 122,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 122,Proteomic profiling by mass spectrometry,Not available,Map-6-6.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-6.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 123,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 123,Proteomic profiling by mass spectrometry,Not available,Map-6-60.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-60.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 124,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 124,Proteomic profiling by mass spectrometry,Not available,Map-6-61.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-61.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 125,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 125,Proteomic profiling by mass spectrometry,Not available,Map-6-62.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-62.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 126,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 126,Proteomic profiling by mass spectrometry,Not available,Map-6-63.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-63.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 127,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 127,Proteomic profiling by mass spectrometry,Not available,Map-6-64.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-64.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 128,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 128,Proteomic profiling by mass spectrometry,Not available,Map-6-65.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-65.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 129,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 129,Proteomic profiling by mass spectrometry,Not available,Map-6-66.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-66.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 130,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 130,Proteomic profiling by mass spectrometry,Not available,Map-6-67.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-67.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 131,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 131,Proteomic profiling by mass spectrometry,Not available,Map-6-68.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-68.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 132,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 132,Proteomic profiling by mass spectrometry,Not available,Map-6-69.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-69.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 133,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 133,Proteomic profiling by mass spectrometry,Not available,Map-6-7.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-7.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
Sample 134,Escherichia coli,Cell lysate,Escherichia coli BW25993,Not applicable,Prokaryotic cell,Not available,Not available,Run 134,Proteomic profiling by mass spectrometry,Not available,Map-6-70.raw,Not available,Label free sample,NT=Q Exactive Plus,NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P),0.02 Da,10 ppm,TCEP,IAA,NT=Carbamidomethylation; AC=UNIMOD:4;TA=C,NT=Oxidation; MT=Variable; TA=M,NT=HCD; AC=MS:1002481,,https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-70.raw,,PXD022070,,,"NT=Deamidation; MT=Variable; TA=N,Q",,,,,,,,,,,,,,,,,,,,,,,,,,
