source name	characteristics[organism]	characteristics[organism part]	characteristics[strain/breed]	characteristics[disease]	characteristics[cell type]	characteristics[treatment]	characteristics[biological replicate]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[fraction identifier]	comment[label]	comment[instrument]	comment[cleavage agent details]	comment[fragment mass tolerance]	comment[precursor mass tolerance]	comment[reduction reagent]	comment[alkylation reagent]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[dissociation method]	comment[file uri]
Sample 127	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 127	Proteomic profiling by mass spectrometry	Not available	Map-6-64.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-64.raw
Sample 128	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 128	Proteomic profiling by mass spectrometry	Not available	Map-6-65.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-65.raw
Sample 129	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 129	Proteomic profiling by mass spectrometry	Not available	Map-6-66.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-66.raw
Sample 130	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 130	Proteomic profiling by mass spectrometry	Not available	Map-6-67.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-67.raw
Sample 131	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 131	Proteomic profiling by mass spectrometry	Not available	Map-6-68.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-68.raw
Sample 132	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 132	Proteomic profiling by mass spectrometry	Not available	Map-6-69.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-69.raw
Sample 133	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 133	Proteomic profiling by mass spectrometry	Not available	Map-6-7.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-7.raw
Sample 134	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 134	Proteomic profiling by mass spectrometry	Not available	Map-6-70.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-70.raw
Sample 135	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 135	Proteomic profiling by mass spectrometry	Not available	Map-6-71.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-71.raw
Sample 136	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 136	Proteomic profiling by mass spectrometry	Not available	Map-6-72.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-72.raw
Sample 137	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 137	Proteomic profiling by mass spectrometry	Not available	Map-6-73.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-73.raw
Sample 138	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 138	Proteomic profiling by mass spectrometry	Not available	Map-6-74.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-74.raw
Sample 139	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 139	Proteomic profiling by mass spectrometry	Not available	Map-6-75.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-75.raw
Sample 140	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 140	Proteomic profiling by mass spectrometry	Not available	Map-6-76.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-76.raw
Sample 141	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 141	Proteomic profiling by mass spectrometry	Not available	Map-6-77.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-77.raw
Sample 142	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 142	Proteomic profiling by mass spectrometry	Not available	Map-6-78.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-78.raw
Sample 143	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 143	Proteomic profiling by mass spectrometry	Not available	Map-6-79.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-79.raw
Sample 144	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 144	Proteomic profiling by mass spectrometry	Not available	Map-6-8.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-8.raw
Sample 145	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 145	Proteomic profiling by mass spectrometry	Not available	Map-6-80.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-80.raw
Sample 146	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 146	Proteomic profiling by mass spectrometry	Not available	Map-6-81.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-81.raw
Sample 147	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 147	Proteomic profiling by mass spectrometry	Not available	Map-6-82.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-82.raw
Sample 148	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 148	Proteomic profiling by mass spectrometry	Not available	Map-6-83.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-83.raw
Sample 149	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 149	Proteomic profiling by mass spectrometry	Not available	Map-6-84.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-84.raw
Sample 150	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 150	Proteomic profiling by mass spectrometry	Not available	Map-6-9.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-6-9.raw
Sample 151	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 151	Proteomic profiling by mass spectrometry	Not available	Map-7-1.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-1.raw
Sample 152	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 152	Proteomic profiling by mass spectrometry	Not available	Map-7-10.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-10.raw
Sample 153	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 153	Proteomic profiling by mass spectrometry	Not available	Map-7-11.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-11.raw
Sample 154	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 154	Proteomic profiling by mass spectrometry	Not available	Map-7-12.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-12.raw
Sample 155	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 155	Proteomic profiling by mass spectrometry	Not available	Map-7-13.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-13.raw
Sample 156	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 156	Proteomic profiling by mass spectrometry	Not available	Map-7-14.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-14.raw
Sample 157	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 157	Proteomic profiling by mass spectrometry	Not available	Map-7-15.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-15.raw
Sample 158	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 158	Proteomic profiling by mass spectrometry	Not available	Map-7-16.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-16.raw
Sample 159	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 159	Proteomic profiling by mass spectrometry	Not available	Map-7-17.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-17.raw
Sample 160	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 160	Proteomic profiling by mass spectrometry	Not available	Map-7-18.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-18.raw
Sample 161	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 161	Proteomic profiling by mass spectrometry	Not available	Map-7-19.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-19.raw
Sample 162	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 162	Proteomic profiling by mass spectrometry	Not available	Map-7-2.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-2.raw
Sample 163	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 163	Proteomic profiling by mass spectrometry	Not available	Map-7-20.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-20.raw
Sample 164	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 164	Proteomic profiling by mass spectrometry	Not available	Map-7-21.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-21.raw
Sample 165	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 165	Proteomic profiling by mass spectrometry	Not available	Map-7-22.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-22.raw
Sample 166	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 166	Proteomic profiling by mass spectrometry	Not available	Map-7-23.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-23.raw
Sample 167	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 167	Proteomic profiling by mass spectrometry	Not available	Map-7-24.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-24.raw
Sample 168	Escherichia coli	Cell lysate	Escherichia coli BW25993	Not applicable	Prokaryotic cell	Not available	Not available	Run 168	Proteomic profiling by mass spectrometry	Not available	Map-7-25.raw	Not available	Label free sample	NT=Q Exactive Plus	"NT=Trypsin; AC=1001251; CS=(?⇐[KR])(?!P)"	0.02 Da	10 ppm	TCEP	IAA	"NT=Carbamidomethylation; AC=UNIMOD:4;TA=C"	"NT=Oxidation; MT=Variable; TA=M"	"NT=Deamidation; MT=Variable; TA=N,Q"	"NT=HCD; AC=MS:1002481"	https://ftp.pride.ebi.ac.uk/pride/data/archive/2020/10/PXD022070/Map-7-25.raw
